brd_label_brand,category_label,dsm_code,product_nature_label,product_code,model_r3,start_at,end_at,life_time,start_year_at
KIPSTA,CLOTHING,165286,JACKET,123516,8383444,2016-11-27,2019-02-10,805,2019
BTWIN,CLOTHING,X8191342,TANK,77254,8191342,2012-01-01,2012-08-26,238,2012
DOMYOS,CLOTHING,X8200739,TANK,100915,8200739,2012-03-11,2013-06-02,448,2013
QUECHUA,CLOTHING,X8206383,T-SHIRT,101965,8206383,2012-03-11,2017-06-04,1911,2017
FOUGANZA,CLOTHING,4702,SHORT-SLEEVED POLO SHIRT,105497,8296811,2014-02-09,2015-09-13,581,2015
QUECHUA,CLOTHING,5505,FLEECE,69782,8317467,2014-09-21,2015-07-19,301,2015
INESIS,CLOTHING,10822,TROUSERS,107691,8339345,2015-04-19,2018-01-14,1001,2018
DOMYOS,CLOTHING,8689,JACKET,106539,8297484,2014-01-19,2015-04-12,448,2015
DOMYOS,FOOTWEAR,X8184377,SHOES,80909,8184377,2012-01-01,2014-03-09,798,2014
TRIBORD,CLOTHING,11955,2 PIECES SWIMSUIT,108096,8332005,2015-03-29,2016-08-14,504,2016
KALENJI,CLOTHING,X8168710,SLEEVELESS BASE LAYER,63753,8168710,2012-07-29,2012-12-30,154,2012
NYAMBA,CLOTHING,171440,TANK,125874,8489758,2017-12-24,2020-07-12,931,2020
KIPSTA,CLOTHING,138166,T-SHIRT,114272,8353465,2016-02-07,2018-04-29,812,2018
BTWIN,CLOTHING,114049,SHORT-SLEEVE JERSEY,110349,8354140,2016-02-21,2021-07-25,1981,2021
QUECHUA,FOOTWEAR,171909,SHOES,126049,8492148,2018-02-11,2021-08-22,1288,2021
KALENJI,CLOTHING,100147,SOCKS,107426,8325741,2014-12-21,2016-06-12,539,2016
DOMYOS,CLOTHING,X8167485,TROUSERS,76646,8167485,2012-02-05,2012-04-01,56,2012
KIPSTA,CLOTHING,118848,GOALKEEPER JERSEY,112143,8497509,2018-08-12,2019-12-15,490,2019
TRIBORD,CLOTHING,107571,SWIMMING TRUNKS,109404,8336351,2015-03-15,2015-12-27,287,2015
WEDZE,CLOTHING,157831,DOWN JACKET,122110,8493986,2018-09-30,2019-11-03,399,2019
DOMYOS,CLOTHING,191336,T-SHIRT,114231,8501250,2017-12-31,2019-12-15,714,2019
DOMYOS,CLOTHING,X8223717,T-SHIRT,103889,8223717,2013-04-28,2013-11-03,189,2013
DOMYOS,CLOTHING,14091,TROUSERS,106065,8300384,2013-11-10,2014-09-21,315,2014
FOUGANZA,CLOTHING,109827,LONG-SLEEVED POLO SHIRT,110391,8392685,2017-08-20,2018-11-04,441,2018
BTWIN,CLOTHING,100320,PADDED CYCLING SHORTS,107633,8402974,2018-02-18,2020-02-09,721,2020
OLAIAN,CLOTHING,164377,BIKINI,123341,8485924,2018-03-18,2020-08-02,868,2020
DOMYOS,CLOTHING,15107,SPORTS BRA,103465,8313524,2014-06-29,2016-04-10,651,2016
BTWIN,CLOTHING,505,CROPPED LEGGINGS,111778,8296121,2014-02-02,2015-09-13,588,2015
QUECHUA,CLOTHING,151353,T-SHIRT,121036,8575580,2020-02-02,2021-08-01,546,2021
QUECHUA,CLOTHING,12666,PARKA,102691,8317699,2014-08-03,2015-09-13,406,2015
DOMYOS,CLOTHING,149752,T-SHIRT,120464,8379352,2017-01-22,2018-06-10,504,2018
KALENJI,CLOTHING,11326,WINDBREAKER,71635,8216948,2012-08-12,2016-07-24,1442,2016
DOMYOS,CLOTHING,8843,JACKET,104688,8279390,2013-08-04,2015-04-19,623,2015
TRIBORD,CLOTHING,114465,BIKINI TOP,110437,8332226,2015-02-22,2017-05-28,826,2017
KALENJI,FOOTWEAR,118676,SHOES,107945,8351797,2015-12-27,2018-07-08,924,2018
TRIBORD,CLOTHING,X8154754,PULLOVER,53835,8154754,2012-01-01,2014-11-02,1036,2014
QUECHUA,CLOTHING,156173,SHORTS,121770,8383146,2017-03-05,2019-06-23,840,2019
TRIBORD,CLOTHING,114328,BIKINI BOTTOM,110411,8384924,2017-04-16,2019-06-23,798,2019
ARTENGO,CLOTHING,300218,SOCKS,300218,8395139,2018-01-28,2021-09-05,1316,2021
DOMYOS,CLOTHING,X8278715,JACKET,106769,8278715,2013-04-07,2014-06-22,441,2014
DOMYOS,CLOTHING,8099,SWEATSHIRT,105198,8341723,2015-08-30,2016-01-31,154,2016
KIPSTA,CLOTHING,118366,SHORTS,111273,8495625,2019-03-24,2021-09-19,910,2021
QUECHUA,CLOTHING,X8171164,SKIRT,78870,8171164,2012-03-04,2013-12-29,665,2013
QUECHUA,CLOTHING,193591,TROUSERS,130587,8502341,2018-08-19,2020-10-25,798,2020
TRIBORD,CLOTHING,10422,SWIMMING TRUNKS,107255,8383457,2017-03-12,2018-10-28,595,2018
QUECHUA,CLOTHING,142725,T-SHIRT,115236,8355074,2016-02-14,2017-07-16,518,2017
QUECHUA,CLOTHING,X8187052,JACKET,78920,8187052,2012-01-01,2014-12-21,1085,2014
KALENJI,CLOTHING,X8236484,T-SHIRT,73057,8236484,2013-01-13,2013-10-20,280,2013
KIPSTA,CLOTHING,15087,TROUSERS,106703,8320004,2014-08-31,2019-08-11,1806,2019
WEDZE,CLOTHING,112065,JACKET,110023,8343894,2015-10-11,2016-12-04,420,2016
QUECHUA,CLOTHING,149196,TROUSERS,120189,8369635,2016-08-14,2018-07-22,707,2018
OLAIAN,CLOTHING,303634,BOARDSHORTS,303634,8517835,2019-03-17,2021-03-21,735,2021
ARTENGO,CLOTHING,105825,T-SHIRT,109548,8351112,2016-02-21,2018-06-17,847,2018
KALENJI,FOOTWEAR,145826,SHOES,117082,8379976,2016-12-18,2019-03-03,805,2019
KALENJI,CLOTHING,X8221600,LONG-SLEEVED T-SHIRT,101880,8221600,2012-09-23,2014-01-05,469,2014
QUECHUA,CLOTHING,110106,PULLOVER,109665,8345362,2017-01-08,2017-02-05,28,2017
KIPSTA,CLOTHING,163471,SOCKS,123145,8368137,2016-08-07,2018-09-16,770,2018
OLAIAN,CLOTHING,174598,BOARDSHORTS,126958,8403532,2018-03-04,2020-06-28,847,2020
SIMOND,CLOTHING,6584,TROUSERS,106190,8304123,2014-02-23,2018-10-21,1701,2018
DOMYOS,CLOTHING,8745,T-SHIRT,55255,8311897,2014-06-29,2016-02-14,595,2016
QUECHUA,CLOTHING,5506,FLEECE,102636,8344022,2015-08-09,2016-10-09,427,2016
DOMYOS,CLOTHING,169568,SHORTS,125113,8484725,2018-02-04,2019-02-24,385,2019
NEWFEEL,FOOTWEAR,3024,SHOES,73738,8294853,2014-04-20,2015-08-23,490,2015
TRIBORD,CLOTHING,163553,BOARDSHORTS,123154,8383526,2017-03-12,2019-02-24,714,2019
TRIBAN,CLOTHING,307288,SHORT-SLEEVE JERSEY,307288,8544356,2019-02-24,2020-12-13,658,2020
KIPSTA,CLOTHING,7327,SWEATSHIRT,103287,8216850,2012-12-16,2016-03-27,1197,2016
DOMYOS,CLOTHING,191329,LONG-SLEEVED T-SHIRT,125590,8490468,2018-09-16,2020-10-11,756,2020
DOMYOS,CLOTHING,112295,JACKET,110067,8341071,2015-07-05,2016-01-10,189,2016
OLAIAN,CLOTHING,179713,BOARDSHORTS,127796,8521918,2019-02-17,2020-06-28,497,2020
FOUGANZA,CLOTHING,X8203937,SHORT-SLEEVED POLO SHIRT,78795,8203937,2012-02-05,2013-05-26,476,2013
NABAIJI,CLOTHING,304121,SWIMMING COSTUME,304121,8518316,2019-02-17,2020-01-26,343,2020
KALENJI,CLOTHING,2986,RUNNING MID TIGHT,71551,8296734,2014-01-19,2015-07-19,546,2015
DOMYOS,CLOTHING,149911,TANK,120491,8366673,2016-09-11,2017-09-03,357,2017
INESIS,CLOTHING,X8203094,SHORT-SLEEVED POLO SHIRT,71805,8203094,2012-03-25,2014-07-06,833,2014
TRIBORD,CLOTHING,5600,JACKET,105184,8367654,2016-10-02,2017-12-03,427,2017
TRIBORD,CLOTHING,122929,JACKET,112995,8367774,2016-08-07,2018-08-19,742,2018
TRIBORD,FOOTWEAR,12627,SANDALS,44487,8333715,2015-03-01,2016-07-31,518,2016
DOMYOS,CLOTHING,303754,T-SHIRT,303754,8516268,2019-02-17,2020-08-30,560,2020
KALENJI,FOOTWEAR,2671,SHOES,86967,8279075,2013-06-30,2015-03-08,616,2015
NEWFEEL,FOOTWEAR,X8309547,SHOES,78163,8309547,2014-05-11,2016-06-26,777,2016
NABAIJI,CLOTHING,113805,2 PIECES SWIMSUIT,111142,8335104,2015-03-01,2016-07-03,490,2016
INOVIK,CLOTHING,184734,JACKET,128356,8558430,2019-10-13,2021-02-28,504,2021
TRIBORD,FOOTWEAR,1656,FLIP-FLOPS,82667,8332033,2015-02-15,2016-10-23,616,2016
DOMYOS,CLOTHING,142369,LONG-SLEEVED T-SHIRT,115067,8351573,2016-01-17,2017-01-15,364,2017
NABAIJI,CLOTHING,3629,SWIMMING COSTUME,104665,8371403,2016-07-31,2017-11-05,462,2017
NABAIJI,CLOTHING,X8215993,SWIMSUIT,75746,8215993,2012-05-20,2013-08-04,441,2013
SOLOGNAC,FOOTWEAR,5715,"BOOTS, BOOTIES",59156,8226991,2012-08-19,2014-10-12,784,2014
TRIBORD,CLOTHING,10422,SWIMMING TRUNKS,107255,8356429,2016-03-20,2017-06-25,462,2017
OLAIAN,FOOTWEAR,1657,FLIP-FLOPS,72227,8403336,2018-02-25,2020-07-12,868,2020
DOMYOS,CLOTHING,188762,T-SHIRT,129912,8491004,2017-12-31,2019-05-05,490,2019
KALENJI,FOOTWEAR,165446,SHOES,123556,8488053,2017-10-01,2019-05-12,588,2019
DOMYOS,CLOTHING,X8200422,SWEATSHIRT,101789,8200422,2012-01-15,2013-08-25,588,2013
KALENJI,CLOTHING,X8165147,SHORTS,71560,8165147,2012-01-01,2013-07-07,553,2013
DOMYOS,CLOTHING,12221,T-SHIRT,103404,8301523,2013-12-29,2014-11-02,308,2014
QUECHUA,CLOTHING,5331,JACKET,105747,8355988,2016-02-21,2018-03-25,763,2018
DECATHLON,FOOTWEAR,127245,SHOES,113604,8510512,2018-07-08,2021-04-11,1008,2021
NABAIJI,CLOTHING,303210,SWIM BOTTOM,303210,8512615,2018-07-22,2019-08-25,399,2019
KALENJI,CLOTHING,305368,SOCKS,305368,8528976,2019-02-10,2021-06-06,847,2021
KIPSTA,CLOTHING,165278,TROUSERS,123508,8383445,2016-11-13,2018-07-08,602,2018
ARTENGO,CLOTHING,115787,SOCKS,110669,8354912,2015-12-27,2017-01-01,371,2017
ARTENGO,CLOTHING,106626,SOCKS,110295,8351733,2016-02-14,2017-08-27,560,2017
QUECHUA,CLOTHING,X8241216,TROUSERS,102337,8241216,2013-02-24,2014-06-01,462,2014
DOMYOS,CLOTHING,300583,JACKET,300583,8503554,2018-08-19,2019-09-08,385,2019
SOLOGNAC,CLOTHING,X8139783,RAIN CAPE,25900,8139783,2012-01-15,2013-09-15,609,2013
DOMYOS,CLOTHING,8281,T-SHIRT,103909,8271409,2013-01-13,2014-06-15,518,2014
TRIBORD,CLOTHING,X8334144,T-SHIRT,109598,8334144,2015-03-08,2018-05-27,1176,2018
TRIBORD,CLOTHING,6157,TROUSERS,105938,8299388,2014-03-09,2016-01-10,672,2016
QUECHUA,CLOTHING,108266,SHORT-SLEEVED SHIRT,109250,8318977,2015-04-05,2016-06-19,441,2016
TRIBORD,CLOTHING,114487,BIKINI BOTTOM,110438,8331337,2015-03-01,2016-07-31,518,2016
DOMYOS,CLOTHING,149537,JACKET,120308,8504849,2018-07-01,2019-02-17,231,2019
TRIBORD,CLOTHING,130505,2 PIECES SWIMSUIT,103686,8306711,2014-03-23,2016-08-07,868,2016
KIPSTA,CLOTHING,X8200402,T-SHIRT,80107,8200402,2012-01-08,2015-03-15,1162,2015
DOMYOS,CLOTHING,X8201009,T-SHIRT,76085,8201009,2012-02-26,2013-07-21,511,2013
DOMYOS,CLOTHING,310759,TANK,310759,8561706,2020-02-16,2021-09-19,581,2021
DOMYOS,CLOTHING,111771,TANK,109957,8351665,2016-01-10,2018-04-01,812,2018
KALENJI,CLOTHING,1462,SHORTS,105086,8239423,2013-02-24,2015-08-23,910,2015
DOMYOS,CLOTHING,X8238242,TROUSERS,103556,8238242,2013-01-20,2014-08-10,567,2014
TRIBORD,CLOTHING,X8354991,T-SHIRT,103995,8354991,2016-03-13,2017-02-19,343,2017
QUECHUA,CLOTHING,X8203320,T-SHIRT,101866,8203320,2012-02-19,2014-05-04,805,2014
DOMYOS,CLOTHING,142442,LEGGING 7/8,115093,8380754,2017-01-01,2017-12-10,343,2017
QUECHUA,CLOTHING,X8226393,JACKET,100511,8226393,2012-08-12,2013-09-29,413,2013
DOMYOS,CLOTHING,8437,CROPPED LEGGINGS,106412,8296246,2014-01-05,2015-03-15,434,2015
OLAIAN,CLOTHING,193542,BIKINI TOP,115427,8403456,2018-02-18,2019-07-28,525,2019
DOMYOS,CLOTHING,303670,T-SHIRT,303670,8516640,2019-01-06,2020-05-24,504,2020
DOMYOS,CLOTHING,X8184412,SWEATSHIRT,71464,8184412,2012-01-01,2012-11-04,308,2012
DOMYOS,CLOTHING,9874,TRACKSUIT,106275,8278217,2013-07-21,2015-05-17,665,2015
DOMYOS,CLOTHING,142128,LEGGINGS,114943,8366998,2016-07-17,2017-09-24,434,2017
QUECHUA,CLOTHING,4524,LONGJOHNS,102214,8228575,2012-09-23,2016-05-08,1323,2016
KIPSTA,CLOTHING,X8278622,BASE LAYER,103253,8278622,2013-09-08,2016-10-02,1120,2016
DOMYOS,CLOTHING,X8219088,T-SHIRT,101164,8219088,2012-07-15,2013-07-28,378,2013
DOMYOS,CLOTHING,X8219830,TROUSERS,102687,8219830,2012-07-22,2013-04-28,280,2013
DOMYOS,CLOTHING,150272,SWEATSHIRT,120630,8380290,2016-12-11,2018-07-08,574,2018
QUECHUA,CLOTHING,X8369604,FLEECE,100273,8369604,2016-07-24,2017-10-08,441,2017
FOUGANZA,CLOTHING,2708,SOCKS,71929,8328721,2015-01-25,2016-10-09,623,2016
DOMYOS,CLOTHING,X8167595,TANK,68040,8167595,2012-01-01,2013-09-01,609,2013
DOMYOS,CLOTHING,8951,SWEATSHIRT,104997,8280750,2013-07-07,2015-04-19,651,2015
QUECHUA,CLOTHING,X8166671,SHORT-SLEEVED SHIRT,78911,8166671,2012-01-01,2013-04-28,483,2013
FOUGANZA,CLOTHING,2741,LONG-SLEEVED POLO SHIRT,79070,8311058,2014-07-06,2015-12-27,539,2015
QUECHUA,CLOTHING,4406,TROUSERS,100167,8298955,2014-02-09,2015-04-05,420,2015
OLAIAN,CLOTHING,170631,TOP,125483,8403254,2018-02-25,2020-07-12,868,2020
TRIBORD,CLOTHING,X8025019,SOCKS,43104,8025019,2012-01-01,2014-03-02,791,2014
QUECHUA,CLOTHING,5332,JACKET,102533,8207361,2012-01-15,2014-07-06,903,2014
SOLOGNAC,CLOTHING,10670,PULLOVER,102517,8224058,2012-08-26,2017-01-01,1589,2017
NEWFEEL,FOOTWEAR,117288,SHOES,111186,8330114,2015-06-28,2018-09-16,1176,2018
KALENJI,CLOTHING,X8165155,T-SHIRT,63716,8165155,2012-01-01,2012-07-29,210,2012
NEWFEEL,FOOTWEAR,145010,SHOES,116457,8366783,2016-07-03,2018-09-02,791,2018
ARTENGO,FOOTWEAR,103243,SHOES,109831,8324966,2015-02-08,2018-08-12,1281,2018
TRIBORD,CLOTHING,X8152466,JACKET,72979,8152466,2012-01-01,2014-09-07,980,2014
FOUGANZA,CLOTHING,302581,BREECHES,302581,8505680,2018-03-18,2020-01-26,679,2020
QUECHUA,CLOTHING,X8189333,LONG-SLEEVED T-SHIRT,100299,8189333,2012-01-01,2013-12-22,721,2013
ARTENGO,CLOTHING,300206,SKIRT,300206,8487668,2018-02-11,2020-08-16,917,2020
DOMYOS,CLOTHING,X8168406,T-SHIRT,70980,8168406,2012-01-01,2012-07-22,203,2012
NABAIJI,CLOTHING,X8197252,SWIMSUIT,101257,8197252,2012-01-01,2012-12-23,357,2012
DOMYOS,CLOTHING,142118,T-SHIRT,114933,8352010,2016-04-17,2017-09-24,525,2017
QUECHUA,CLOTHING,X8188778,FLEECE,70078,8188778,2012-01-01,2012-10-28,301,2012
DOMYOS,CLOTHING,X8216433,TROUSERS,75385,8216433,2012-07-08,2013-08-04,392,2013
KIPSTA,CLOTHING,143417,TROUSERS,115517,8528466,2019-02-17,2021-02-28,742,2021
ROCKRIDER,CLOTHING,301216,SHORT-SLEEVE JERSEY,301216,8500902,2019-02-24,2020-09-06,560,2020
QUECHUA,CLOTHING,11814,LONG-SLEEVED SHIRT,108024,8316592,2014-08-10,2015-10-25,441,2015
KALENJI,CLOTHING,X8290367,T-SHIRT,101832,8290367,2013-08-11,2014-05-25,287,2014
DOMYOS,CLOTHING,11750,SPORTS BRA,103465,8326357,2014-12-14,2016-01-24,406,2016
FORCLAZ,CLOTHING,151091,SHORT-SLEEVED POLO SHIRT,120956,8492806,2018-02-04,2020-05-17,833,2020
DOMYOS,CLOTHING,X8279757,TANK,105043,8279757,2013-06-30,2015-01-25,574,2015
DOMYOS,CLOTHING,141792,TROUSERS,114775,8365910,2016-06-26,2017-08-27,427,2017
QUECHUA,CLOTHING,108866,JACKET,109519,8331000,2015-02-08,2016-11-27,658,2016
BTWIN,CLOTHING,380,SHORT-SLEEVE JERSEY,101826,8354143,2016-02-21,2018-08-26,917,2018
DOMYOS,CLOTHING,149537,JACKET,120308,8366410,2016-07-10,2017-03-26,259,2017
DOMYOS,CLOTHING,X8238895,TANK,103585,8238895,2013-01-06,2015-07-05,910,2015
NABAIJI,CLOTHING,X8215074,SWIMMING COSTUME,102528,8215074,2012-04-22,2014-06-29,798,2014
PERFLY,FOOTWEAR,2927,SHOES,113030,8329905,2015-08-09,2018-11-25,1204,2018
DOMYOS,CLOTHING,111865,LEOTARD,109996,8325958,2015-02-01,2018-09-16,1323,2018
INESIS,CLOTHING,304040,TROUSERS,304040,8516694,2019-02-03,2021-05-09,826,2021
DOMYOS,CLOTHING,12118,TROUSERS,108157,8326506,2014-12-21,2015-11-01,315,2015
DOMYOS,CLOTHING,151442,SPORTS BRA,121054,8365520,2016-06-26,2017-01-29,217,2017
FORCLAZ,CLOTHING,301659,LONG-SLEEVED T-SHIRT,301659,8501954,2019-09-29,2021-09-26,728,2021
KALENJI,FOOTWEAR,118689,TRACK SHOES,111303,8369624,2016-08-07,2021-07-04,1792,2021
DOMYOS,CLOTHING,14274,JACKET,109127,8395806,2017-07-09,2018-04-08,273,2018
DOMYOS,CLOTHING,306401,TRACKSUIT,306401,8547006,2019-06-30,2021-09-12,805,2021
TRIBORD,CLOTHING,X8243445,2 PIECES SWIMSUIT,103672,8243445,2013-03-03,2015-08-30,910,2015
KIPSTA,CLOTHING,305382,SHORT-SLEEVE JERSEY,305382,8554671,2019-04-07,2020-08-02,483,2020
DOMYOS,CLOTHING,X8239050,T-SHIRT,76085,8239050,2013-01-27,2014-03-23,420,2014
NABAIJI,CLOTHING,3088,SWIMSUIT,76933,8271410,2013-04-07,2015-06-07,791,2015
DOMYOS,CLOTHING,X8185239,TROUSERS,100309,8185239,2012-01-01,2012-09-30,273,2012
APTONIA,CLOTHING,192652,TRIATHLON SUIT,130423,8401771,2017-06-25,2021-01-10,1295,2021
DOMYOS,CLOTHING,8631,LONGJOHNS,106520,8297757,2013-12-15,2014-08-24,252,2014
KIPSTA,CLOTHING,169216,BASE LAYER,124845,8497639,2018-08-19,2020-02-02,532,2020
WEDZE,CLOTHING,X8068157,TROUSERS,55622,8068157,2012-01-01,2014-12-14,1078,2014
INESIS,CLOTHING,X8155377,SLICKERS,71845,8155377,2012-01-08,2016-10-16,1743,2016
WEDZE,CLOTHING,142521,SUIT,115147,8370539,2016-10-16,2018-12-09,784,2018
TRIBORD,CLOTHING,107575,SHORT-SLEEVED POLO SHIRT,109177,8382910,2017-02-26,2019-05-05,798,2019
DOMYOS,CLOTHING,8910,TANK,103605,8326024,2015-02-08,2016-04-03,420,2016
QUECHUA,CLOTHING,125005,TROUSERS,113471,8369942,2016-10-09,2018-04-29,567,2018
ARTENGO,CLOTHING,123186,SHORTS,113097,8351691,2016-02-21,2017-04-23,427,2017
TRIBORD,CLOTHING,167313,BIKINI TOP,124059,8384919,2017-04-23,2017-12-17,238,2017
DOMYOS,CLOTHING,8850,SOCKS,103165,8219380,2013-01-13,2016-09-04,1330,2016
DOMYOS,CLOTHING,15005,TANK,110197,8314568,2014-05-04,2015-06-14,406,2015
QUECHUA,CLOTHING,308273,SHORTS,308273,8553406,2020-02-23,2021-11-14,630,2021
NABAIJI,CLOTHING,3860,FULL BODY SWIMSUIT,68339,8361084,2016-04-03,2019-03-31,1092,2019
NYAMBA,CLOTHING,183031,JACKET,128208,8552129,2019-02-10,2019-10-27,259,2019
KALENJI,CLOTHING,111045,LONG-SLEEVED T-SHIRT,109779,8488519,2018-08-05,2020-10-04,791,2020
QUECHUA,CLOTHING,X8189220,FLEECE,100083,8189220,2012-01-08,2013-02-03,392,2013
TARMAK,CLOTHING,145047,T-SHIRT,116461,8525337,2019-01-27,2021-09-12,959,2021
QUECHUA,FOOTWEAR,X8246746,SANDALS,85805,8246746,2013-03-24,2015-09-06,896,2015
WEDZE,CLOTHING,108768,TROUSERS,109439,8343685,2015-10-11,2017-12-17,798,2017
DOMYOS,CLOTHING,X8239132,SWEATSHIRT,101838,8239132,2013-01-27,2014-06-08,497,2014
KIPSTA,CLOTHING,X8204149,T-SHIRT,100866,8204149,2012-03-18,2013-06-23,462,2013
WEDZE,CLOTHING,141819,BASE LAYER,114802,8371609,2016-10-02,2017-12-17,441,2017
DOMYOS,CLOTHING,139445,LEOTARD,114290,8352264,2016-01-17,2019-05-26,1225,2019
QUECHUA,CLOTHING,X8205590,SOCKS,66990,8205590,2012-02-19,2014-11-23,1008,2014
DOMYOS,CLOTHING,169204,T-SHIRT,124833,8484569,2018-01-14,2019-01-06,357,2019
DOMYOS,CLOTHING,X8242977,SWEATSHIRT,103526,8242977,2013-01-13,2014-03-02,413,2014
DOMYOS,CLOTHING,14097,TROUSERS,108990,8308404,2014-01-19,2014-10-12,266,2014
BTWIN,FOOTWEAR,117587,SHOE COVERS,110997,8328755,2015-02-22,2017-12-03,1015,2017
